PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"39902180","Population genetic analysis of clinical Mycobacterium abscessus complex strains in China","Li X, Zhu Y, Lu Y, Wu K, Che Y, Wang X, Wang W, Gao J, Gao J, Liu Z, Zhou Z.","Front Cell Infect Microbiol. 2025 Jan 20;14:1496896. doi: 10.3389/fcimb.2024.1496896. eCollection 2024.","Li X","Front Cell Infect Microbiol","2025","2025/02/04","PMC11788157","","10.3389/fcimb.2024.1496896"
"39897700","Clostridium tetani bacteraemia in the plague area in France: Two cases","Boualam MA, Bouri A, Signoli M, Drancourt M, Caputo A, Terrer E, Aboudharam G.","Curr Res Microb Sci. 2025 Jan 9;8:100339. doi: 10.1016/j.crmicr.2025.100339. eCollection 2025.","Boualam MA","Curr Res Microb Sci","2025","2025/02/03","PMC11786803","","10.1016/j.crmicr.2025.100339"
"39878462","Metagenome-assembled genomes (MAGs) of the emerging pathogen Shewanella algae from enrichment of coastal seawater, sediment, and algae at St. John's Island, Singapore","Ho JY, Hu D, Case RJ, Boucher YF.","Microbiol Resour Announc. 2025 Mar 11;14(3):e0084624. doi: 10.1128/mra.00846-24. Epub 2025 Jan 29.","Ho JY","Microbiol Resour Announc","2025","2025/01/29","PMC11895468","","10.1128/mra.00846-24"
"39869795","Emergence and evolution of heterocyte glycolipid biosynthesis enabled specialized nitrogen fixation in cyanobacteria","Pérez Gallego R, von Meijenfeldt FAB, Bale NJ, Sinninghe Damsté JS, Villanueva L.","Proc Natl Acad Sci U S A. 2025 Feb 4;122(5):e2413972122. doi: 10.1073/pnas.2413972122. Epub 2025 Jan 27.","Pérez Gallego R","Proc Natl Acad Sci U S A","2025","2025/01/27","PMC11804610","","10.1073/pnas.2413972122"
"39868901","Draft genome assemblies of 35 bacteria isolated from hibernating arctic ground squirrels","McKee H, Mullen L, Drown DM, Duddleston KN.","Microbiol Resour Announc. 2025 Mar 11;14(3):e0097224. doi: 10.1128/mra.00972-24. Epub 2025 Jan 27.","McKee H","Microbiol Resour Announc","2025","2025/01/27","PMC11895487","","10.1128/mra.00972-24"
"39866666","Development of a new data management system for the study of the gut microbiome of children who are small for their gestational age","Manske F, Durda-Masny M, Grundmann N, Mazela J, Englert-Golon M, Szymankiewicz-Bręborowicz M, Ciomborowska-Basheer J, Makałowska I, Szwed A, Makałowski W.","Comput Struct Biotechnol J. 2024 Dec 31;27:221-232. doi: 10.1016/j.csbj.2024.12.031. eCollection 2025.","Manske F","Comput Struct Biotechnol J","2024","2025/01/27","PMC11759542","","10.1016/j.csbj.2024.12.031"
"39861013","Genomic Insight into Vibrio Isolates from Fresh Raw Mussels and Ready-to-Eat Stuffed Mussels","Yibar A, Duman M, Ay H, Ajmi N, Tasci G, Gurler F, Guler S, Morick D, Saticioglu IB.","Pathogens. 2025 Jan 10;14(1):52. doi: 10.3390/pathogens14010052.","Yibar A","Pathogens","2025","2025/01/25","PMC11768812","","10.3390/pathogens14010052"
"39858891","Anti-Methanogenic Potential of Seaweeds and Impact on Feed Fermentation and Rumen Microbiome In Vitro","Malik PK, Kolte AP, Trivedi S, Tamilmani G, Mohapatra A, Vaswani S, Belevendran J, Sahoo A, Gopalakrishnan A, Bhatta R.","Microorganisms. 2025 Jan 9;13(1):123. doi: 10.3390/microorganisms13010123.","Malik PK","Microorganisms","2025","2025/01/25","PMC11767398","","10.3390/microorganisms13010123"
"39858647","History of Biological Databases, Their Importance, and Existence in Modern Scientific and Policy Context","Danielewski M, Szalata M, Nowak JK, Walkowiak J, Słomski R, Wielgus K.","Genes (Basel). 2025 Jan 18;16(1):100. doi: 10.3390/genes16010100.","Danielewski M","Genes (Basel)","2025","2025/01/25","PMC11765253","","10.3390/genes16010100"
"39843793","A cell-free strategy for host-specific profiling of intracellular antibiotic sensitivity and resistance","Chengan K, Hind C, Stanley M, Wand ME, Nagappa LK, Howland K, Hanson T, Martín-Escolano R, Tsaousis AD, Bengoechea JA, Mark Sutton J, Smales CM, Moore SJ.","NPJ Antimicrob Resist. 2023 Dec 18;1(1):16. doi: 10.1038/s44259-023-00018-z.","Chengan K","NPJ Antimicrob Resist","2023","2025/01/22","PMC11721408","","10.1038/s44259-023-00018-z"
"39824824","High-throughput method characterizes hundreds of previously unknown antibiotic resistance mutations","Jago MJ, Soley JK, Denisov S, Walsh CJ, Gifford DR, Howden BP, Lagator M.","Nat Commun. 2025 Jan 17;16(1):780. doi: 10.1038/s41467-025-56050-2.","Jago MJ","Nat Commun","2025","2025/01/17","PMC11742677","","10.1038/s41467-025-56050-2"
"39823310","An Expanding Universe of Mutational Signatures and Its Rapid Evolution in Single-Stranded RNA Viruses","Yang Y, Zhang X, Chen T, Wu F, Huang YS, Qu Y, Xu M, Ma L, Liu M, Zhai W.","Mol Biol Evol. 2025 Feb 3;42(2):msaf009. doi: 10.1093/molbev/msaf009.","Yang Y","Mol Biol Evol","2025","2025/01/17","PMC11796089","","10.1093/molbev/msaf009"
"39811529","Draft genome dataset of Streptomyces griseoincarnatus strain R-35 isolated from tidal pool sediments","Mitchell DD, Vreulink JM, Prins A, Le Roes-Hill M.","Data Brief. 2024 Dec 16;58:111235. doi: 10.1016/j.dib.2024.111235. eCollection 2025 Feb.","Mitchell DD","Data Brief","2024","2025/01/15","PMC11731734","","10.1016/j.dib.2024.111235"
"39804261","Unveiling the ghost: machine learning's impact on the landscape of virology","Bowyer S, Allen DJ, Furnham N.","J Gen Virol. 2025 Jan;106(1):002067. doi: 10.1099/jgv.0.002067.","Bowyer S","J Gen Virol","2025","2025/01/13","PMC12451627","","10.1099/jgv.0.002067"
"39803434","Ten species comprise half of the bacteriology literature, leaving most species unstudied","Jensen PA.","bioRxiv [Preprint]. 2025 Jan 4:2025.01.04.631297. doi: 10.1101/2025.01.04.631297.","Jensen PA","bioRxiv","2025","2025/01/13","PMC11722297","","10.1101/2025.01.04.631297"
"39799315","Genomic analysis and potential polyhydroxybutyrate (PHB) production from Bacillus strains isolated from extreme environments in Mexico","Ríos Sosa A, Prado Barragán LA, Ríos Reyes A, Aréchiga Carvajal ET.","BMC Microbiol. 2025 Jan 11;25(1):15. doi: 10.1186/s12866-024-03713-7.","Ríos Sosa A","BMC Microbiol","2025","2025/01/11","PMC11724563","","10.1186/s12866-024-03713-7"
"39795926","Unusual Genomic and Biochemical Features of Paenarthrobacter lasiusi sp. nov-A Novel Bacterial Species Isolated from Lasius niger Anthill Soil","Dymova AA, Kovalev MA, Silantyev AS, Borzykh AA, Osipova PJ, Poddubko SV, Mitkevich VA, Karpov DS, Kostina NV.","Int J Mol Sci. 2024 Dec 25;26(1):67. doi: 10.3390/ijms26010067.","Dymova AA","Int J Mol Sci","2024","2025/01/11","PMC11719660","","10.3390/ijms26010067"
"39770458","Isolation and Characterization of Lytic Bacteriophages Capable of Infecting Diverse Multidrug-Resistant Strains of Pseudomonas aeruginosa: PaCCP1 and PaCCP2","Parra B, Sandoval M, Arriagada V, Amsteins L, Aguayo C, Opazo-Capurro A, Dechesne A, González-Rocha G.","Pharmaceuticals (Basel). 2024 Nov 30;17(12):1616. doi: 10.3390/ph17121616.","Parra B","Pharmaceuticals (Basel)","2024","2025/01/08","PMC11728774","","10.3390/ph17121616"
"39768396","Pathogenomic Insights into Xanthomonas oryzae pv. oryzae's Resistome, Virulome, and Diversity for Improved Rice Blight Management","Adedibu PA, Son O, Tekutyeva L, Balabanova L.","Life (Basel). 2024 Dec 20;14(12):1690. doi: 10.3390/life14121690.","Adedibu PA","Life (Basel)","2024","2025/01/08","PMC11678079","","10.3390/life14121690"
"39766610","A Screen of Traditional Chinese Medicinal Plant Extracts Reveals 17 Species with Antimicrobial Properties","Ellward GL, Binda ME, Dzurny DI, Bucher MJ, Dees WR, Czyż DM.","Antibiotics (Basel). 2024 Dec 17;13(12):1220. doi: 10.3390/antibiotics13121220.","Ellward GL","Antibiotics (Basel)","2024","2025/01/08","PMC11726858","","10.3390/antibiotics13121220"
"39764454","Deciphering dengue: novel RNA barcoding segments for enhanced serotype-specific identification and global surveillance of dengue viruses","Jiang S, Zhao G, Ding Y, Ye S, Li Z, You C, Yin Y, Guo X.","Front Microbiol. 2024 Dec 23;15:1474406. doi: 10.3389/fmicb.2024.1474406. eCollection 2024.","Jiang S","Front Microbiol","2024","2025/01/07","PMC11701003","","10.3389/fmicb.2024.1474406"
"39764050","Microbiology Galaxy Lab: The first community-driven gateway for reproducible and FAIR analysis of microbial data","Nasr E, Pechlivanis N, Strepis N, Amato P, Bernt M, Bhardwaj A, Blankenberg D, Brites D, Cumbo F, Do KT, Ferrari E, Griffin TJ, Grüning B, Hiltemann S, Hyde CJ, Jagtap P, Mehta S, Métris KL, Momin S, Nelson TM, Oba A, Pavloudi C, Péguilhan R, Price GR, Psomopoulos F, Rosic N, Schatz MC, Schiml VC, Siguret C, Soranzo N, Stubbs A, van Heusden P, Vohra M; microGalaxy Community; Zierep P, Batut B.","bioRxiv [Preprint]. 2025 Sep 16:2024.12.23.629682. doi: 10.1101/2024.12.23.629682.","Nasr E","bioRxiv","2025","2025/01/07","PMC11703195","","10.1101/2024.12.23.629682"
"39762216","Divergence of gut bacteria through the selection of genomic variants implicated in the metabolism of sugars, amino acids, and purines by small extracellular vesicles in milk","Zhou F, Tajamul Mumtaz P, Dogan H, Madadjim R, Cui J, Zempleni J.","Gut Microbes. 2025 Dec;17(1):2449704. doi: 10.1080/19490976.2025.2449704. Epub 2025 Jan 6.","Zhou F","Gut Microbes","2025","2025/01/06","PMC12716043","","10.1080/19490976.2025.2449704"
"39745367","Decomposition of the pangenome matrix reveals a structure in gene distribution in the Escherichia coli species","Chauhan SM, Ardalani O, Hyun JC, Monk JM, Phaneuf PV, Palsson BO.","mSphere. 2025 Jan 28;10(1):e0053224. doi: 10.1128/msphere.00532-24. Epub 2024 Dec 31.","Chauhan SM","mSphere","2025","2025/01/02","PMC11774025","","10.1128/msphere.00532-24"
"39738071","Mechanisms of recalcitrant fucoidan breakdown in marine Planctomycetota","Pérez-Cruz C, Moraleda-Montoya A, Liébana R, Terrones O, Arrizabalaga U, García-Alija M, Lorizate M, Martínez Gascueña A, García-Álvarez I, Nieto-Garai JA, Olazar-Intxausti J, Rodríguez-Colinas B, Mann E, Chiara JL, Contreras FX, Guerin ME, Trastoy B, Alonso-Sáez L.","Nat Commun. 2024 Dec 30;15(1):10906. doi: 10.1038/s41467-024-55268-w.","Pérez-Cruz C","Nat Commun","2024","2024/12/31","PMC11685898","","10.1038/s41467-024-55268-w"
"39736847","Bacterial synergies amplify nitrogenase activity in diverse systems","Sher AW, Tournay RJ, Gomez-Rivas E, Doty SL.","ISME Commun. 2024 Dec 12;4(1):ycae158. doi: 10.1093/ismeco/ycae158. eCollection 2024 Jan.","Sher AW","ISME Commun","2024","2024/12/31","PMC11684072","","10.1093/ismeco/ycae158"
"39724137","Comparison of qPCR protocols for quantification of ""Candidatus Saccharibacteria"", belonging to the Candidate Phyla Radiation, suggests that 23S rRNA is a better target than 16S rRNA","Papaleo S, Nodari R, Sterzi L, D'Auria E, Cattaneo C, Bettoni G, Bonaiti C, Pagliarini E, Zuccotti G, Panelli S, Comandatore F.","PLoS One. 2024 Dec 26;19(12):e0310675. doi: 10.1371/journal.pone.0310675. eCollection 2024.","Papaleo S","PLoS One","2024","2024/12/26","PMC11670941","","10.1371/journal.pone.0310675"
"39719891","Environmental Control of Queuosine Levels in Streptococcus mutans tRNAs","Jaroch M, Savage K, Kuipers P, Bacusmo JM, Hu J, Sun J, Dedon PC, Rice KC, de Crécy-Lagard V.","Mol Microbiol. 2025 Jan;123(1):48-59. doi: 10.1111/mmi.15336. Epub 2024 Dec 25.","Jaroch M","Mol Microbiol","2025","2024/12/25","PMC11724357","NIHMS2044287","10.1111/mmi.15336"
"39687382","Draft genome sequence data of Serratia marcescens strain harboring bla(NDM-7) from Dhaka, Bangladesh","Shayerul Abedin Shayer KM, Shuvo SR, Jabeen I, Hossain M, Islam S.","Data Brief. 2024 Nov 14;57:111133. doi: 10.1016/j.dib.2024.111133. eCollection 2024 Dec.","Shayerul Abedin Shayer KM","Data Brief","2024","2024/12/17","PMC11647163","","10.1016/j.dib.2024.111133"
"39665562","Draft genome sequences of Corynebacterium mastitidis strains isolated from ocular surface of CD36-knockout mice (B6.129S1-Cd36(tm1Mfe)/J) with keratitis","Mannion A, Shen Z, Buckley-Jordan E, Garcia A, Lyons C, Lee Y, Boucher M, Carrasco S, Gilmore MS, Fox JG.","Microbiol Resour Announc. 2025 Jan 16;14(1):e0056224. doi: 10.1128/mra.00562-24. Epub 2024 Dec 12.","Mannion A","Microbiol Resour Announc","2025","2024/12/12","PMC11737164","","10.1128/mra.00562-24"
"39660058","Improving genome-scale metabolic models of incomplete genomes with deep learning","Boer MD, Melkonian C, Zafeiropoulos H, Haas AF, Garza DR, Dutilh BE.","iScience. 2024 Nov 7;27(12):111349. doi: 10.1016/j.isci.2024.111349. eCollection 2024 Dec 20.","Boer MD","iScience","2024","2024/12/11","PMC11629236","","10.1016/j.isci.2024.111349"
"39656306","Proposal of Lactococcus intestinalis Sun et al. 2024 as a Later Heterotypic Synonym of Lactococcus muris Afrizal et al. 2023","Zhu XY, Gu CT.","Curr Microbiol. 2024 Dec 10;82(1):34. doi: 10.1007/s00284-024-04011-1.","Zhu XY","Curr Microbiol","2024","2024/12/10","","","10.1007/s00284-024-04011-1"
"39655918","Draft genome sequences of Flagellimonas sp. MMG031 and Marinobacter sp. MMG032 isolated from the dinoflagellate Symbiodinium pilosum","Farrell MV, Aljaber AM, Amoruso M, Chan WF, Dael JR, De Tomas ML, Delavega EG, Eslava JM, Holdbrook-Smith BJ, Lee P, Mai V, Michael LR, Moreno SV, Quevedo JF, Roberts AG, Villanueva J, Westin C, Zazueta DM, Shikuma NJ.","Microbiol Resour Announc. 2025 Jan 16;14(1):e0091324. doi: 10.1128/mra.00913-24. Epub 2024 Dec 10.","Farrell MV","Microbiol Resour Announc","2025","2024/12/10","PMC11737131","","10.1128/mra.00913-24"
"39628721","Deciphering the genomic character of the multidrug-resistant Staphylococcus aureus from Dhaka, Bangladesh","Anjum A, Tabassum J, Islam S, Hassan AKMI, Jabeen I, Shuvo SR.","AIMS Microbiol. 2024 Sep 29;10(4):833-858. doi: 10.3934/microbiol.2024036. eCollection 2024.","Anjum A","AIMS Microbiol","2024","2024/12/04","PMC11609420","","10.3934/microbiol.2024036"
"39614972","Ceftazidime-avibactam tolerance and persistence among difficult-to-treat KPC-producing Klebsiella pneumoniae clinical isolates from bloodstream infections","Abichabki N, Gaspar GG, Bortolato LR, Lima DAFS, Silva LN, Pocente RHC, Ferreira JC, Ogasawara TC, Pereira D, Guerra RR, Wilhelm C, Barth P, Martins AF, Barth A, Braga GUL, De Martinis ECP, Bengtsson-Palme J, Bellissimo-Rodrigues F, Bollela VR, Darini ALC, Andrade LN.","Eur J Clin Microbiol Infect Dis. 2025 Feb;44(2):343-353. doi: 10.1007/s10096-024-05005-4. Epub 2024 Nov 30.","Abichabki N","Eur J Clin Microbiol Infect Dis","2025","2024/11/30","","","10.1007/s10096-024-05005-4"
"39609271","Bacteroides thetaiotaomicron enhances H(2)S production in Bilophila wadsworthia","Davies J, Mayer MJ, Juge N, Narbad A, Sayavedra L.","Gut Microbes. 2024 Jan-Dec;16(1):2431644. doi: 10.1080/19490976.2024.2431644. Epub 2024 Nov 28.","Davies J","Gut Microbes","2024","2024/11/28","PMC11610557","","10.1080/19490976.2024.2431644"
"39604358","Cryo-EM structure of single-layered nucleoprotein-RNA complex from Marburg virus","Zinzula L, Beck F, Camasta M, Bohn S, Liu C, Morado D, Bracher A, Plitzko JM, Baumeister W.","Nat Commun. 2024 Nov 27;15(1):10307. doi: 10.1038/s41467-024-54431-7.","Zinzula L","Nat Commun","2024","2024/11/28","PMC11603049","","10.1038/s41467-024-54431-7"
"39601978","Isolation and characterization of Salmonella enterica- and Escherichia coli-specific bacteriophages of the genus Epseptimavirus from wastewater in Minnesota","Cortes-Ortega E, Hansen EG, Iskender I, Farmer ML, Martinez-Villalobos JM, Vitt JD, Bowden SD.","Arch Virol. 2024 Nov 27;169(12):255. doi: 10.1007/s00705-024-06190-5.","Cortes-Ortega E","Arch Virol","2024","2024/11/27","","","10.1007/s00705-024-06190-5"
"39589590","Roseateles microcysteis sp. nov., Isolated from Co-cultivation of Microcystis aeruginosa and Myriophyllum spicatum","Kim MS, Jeong S, Kang M, Ko SR, Van Le V, Choi DY, Ahn CY.","Curr Microbiol. 2024 Nov 26;82(1):11. doi: 10.1007/s00284-024-04002-2.","Kim MS","Curr Microbiol","2024","2024/11/26","","","10.1007/s00284-024-04002-2"
"39576126","Whole-genome sequences of fermentative and spoilage-associated lactic acid bacteria, Lysinibacillus capsici and a Serratia marcescens isolated from commercial cucumber fermentations","Page CA, Simpson S, D'Souza CBM, Pérez-Díaz IM, Rivers AR.","Microbiol Resour Announc. 2024 Dec 12;13(12):e0091024. doi: 10.1128/mra.00910-24. Epub 2024 Nov 22.","Page CA","Microbiol Resour Announc","2024","2024/11/22","PMC11640280","","10.1128/mra.00910-24"
"39575183","Comparative genomic characterization of Cellulosimicrobium funkei isolate RVMD1 from Ma'an desert rock varnish challenges Cellulosimicrobium systematics","Alnaimat SM, Abushattal S, Dmour SM.","Front Microbiol. 2024 Nov 7;15:1445943. doi: 10.3389/fmicb.2024.1445943. eCollection 2024.","Alnaimat SM","Front Microbiol","2024","2024/11/22","PMC11579708","","10.3389/fmicb.2024.1445943"
"39570037","Variability in cadmium tolerance of closely related Listeria monocytogenes isolates originating from dairy processing environments","Domen A, Porter J, Johnson J, Molyneux J, McIntyre L, Kovacevic J, Waite-Cusic J.","Appl Environ Microbiol. 2025 Jan 31;91(1):e0128124. doi: 10.1128/aem.01281-24. Epub 2024 Nov 21.","Domen A","Appl Environ Microbiol","2025","2024/11/21","PMC11784300","","10.1128/aem.01281-24"
"39570027","Genome sequences of antimicrobial-resistant Campylobacter coli and Campylobacter jejuni, isolated from poultry in Ukraine","Halka I, Shchur N, Bortz E, Mandyhra S, Nedosekov V, Katsaraba O, Goodfellow I, Drown DM, Kovalenko G.","Microbiol Resour Announc. 2024 Dec 12;13(12):e0079524. doi: 10.1128/mra.00795-24. Epub 2024 Nov 21.","Halka I","Microbiol Resour Announc","2024","2024/11/21","PMC11636359","","10.1128/mra.00795-24"
"39560391","Staphylococcus epidermidis ST2 strains associated with bloodstream infections contain a unique mobile genetic element encoding a plasmin inhibitor","Gomez AA, Kjerfve C, Choi M, Liu W, Churion K, Thomas S, Rohde H, Shelburne S, Skare JT, Hook M, Arora S.","mBio. 2024 Dec 11;15(12):e0190724. doi: 10.1128/mbio.01907-24. Epub 2024 Nov 19.","Gomez AA","mBio","2024","2024/11/19","PMC11633098","","10.1128/mbio.01907-24"
"39556591","Niche-specific metabolic phenotypes can be used to identify antimicrobial targets in pathogens","Glass EM, Dillard LR, Kolling GL, Warren AS, Papin JA.","PLoS Biol. 2024 Nov 18;22(11):e3002907. doi: 10.1371/journal.pbio.3002907. eCollection 2024 Nov.","Glass EM","PLoS Biol","2024","2024/11/18","PMC11611258","","10.1371/journal.pbio.3002907"
"39554152","Effects of intergenerational transmission of small intestinal bacteria cultured from stunted Bangladeshi children with enteropathy","Pruss KM, Kao C, Byrne AE, Chen RY, Di Luccia B, Karvelyte L, Coskun R, Lemieux M, Nepal K, Webber DM, Hibberd MC, Wang Y, Liu H, Rodionov DA, Osterman AL, Colonna M, Maueroder C, Ravichandran K, Barratt MJ, Ahmed T, Gordon JI.","bioRxiv [Preprint]. 2025 Nov 22:2024.11.01.621574. doi: 10.1101/2024.11.01.621574.","Pruss KM","bioRxiv","2025","2024/11/18","PMC11566026","","10.1101/2024.11.01.621574"
